f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,label
110,96,6,0,0,0,0,0,0,0,0,0,-10,9,-9,10,-10,10,-12,10,-11,9,-10,7,-12,8,-10,7,-11,7,-12,4,-13,5,-13,6,-11,4,-12,3,-11,3,-13,6,-10,5,-10,3,-10,3,-9,4,-10,4,-10,4,-10,2,-10,3,-11,3,-9,4,0,0,-9,5,-8,5,-9,5,-8,5,-8,4,-8,6,-9,7,-7,6,-8,7,-7,8,-8,8,-9,6,-7,7,-7,8,-8,8,-6,10,-9,11,-6,9,-7,9,-5,10,-8,10,-7,10,-8,10,-8,12,-9,10,-8,10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,1,-14,0,-13,0,-14,3,-15,4,-14,3,-12,3,-13,3,-13,4,-13,4,-11,5,-13,4,-14,4,-12,5,-11,3,-10,4,-13,4,-11,5,-10,3,-10,2,-10,3,-10,3,-10,3,-9,2,-10,2,-12,0,-10,0,0,-2,-11,-3,-9,-1,-9,1,-13,-1,-4,-2,-12,-1,-8,-8,-7,-1,-11,-5,-9,-7,-14,-5,-10,-6,-12,-7,-15,-4,-12,-6,-11,-4,-10,-10,-12,-7,-11,-6,-9,-5,-10,-9,-11,-8,-11,-9,-10,-8,-11,-8,-11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-12,6,-12,5,-14,5,-16,5,-13,3,-12,2,-13,2,-12,2,-13,2,-13,0,-14,1,-15,1,-13,0,-13,0,-11,-2,-13,-1,-11,-1,-10,-2,-10,-2,-10,-1,-10,-1,-10,-1,-10,-2,-11,-1,-11,0,-11,1,0,0,-9,-1,-11,3,-11,0,-9,5,-9,3,-10,5,-10,-1,-11,5,-14,1,-11,3,-11,9,-11,4,-14,1,-9,9,-10,1,-12,4,-14,3,-11,2,-12,4,-10,7,-11,6,-12,5,-12,5,-12,6,-12,4,-12,5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,7,8,8,8,8,9,7,12,7,9,5,8,5,9,5,10,4,9,4,9,4,10,4,11,4,10,4,10,3,8,3,10,3,9,1,8,2,8,2,7,3,8,2,8,1,7,2,8,3,9,3,8,0,0,3,7,4,7,4,7,4,6,3,7,5,6,5,7,5,6,5,6,5,5,6,6,6,6,7,6,7,6,6,5,8,5,9,6,8,5,8,5,8,4,8,7,9,6,9,6,11,5,9,6,9,5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,11,-7,11,-7,12,-6,15,-6,13,-5,11,-3,13,-4,12,-3,11,-4,11,-2,12,-1,13,-3,12,-1,12,-1,10,0,13,-2,11,-1,9,0,10,0,9,-1,10,0,10,0,9,0,11,0,10,-1,9,-2,0,0,9,-3,9,-4,9,-2,9,-4,9,-2,9,-4,10,-3,8,-4,9,-5,6,-5,9,-5,8,-5,9,-5,8,-7,8,-5,8,-8,11,-7,8,-8,9,-8,8,-9,9,-8,10,-7,9,-8,9,-10,10,-8,9,-9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,3,11,3,12,3,13,5,11,3,9,5,10,4,10,4,9,5,9,6,9,6,9,7,8,6,8,7,7,5,9,6,7,6,6,6,7,6,7,5,6,5,8,5,6,5,7,5,8,6,7,5,0,0,7,4,8,4,9,4,7,2,6,4,8,2,9,2,8,2,9,2,8,0,9,1,8,2,8,2,10,1,9,1,10,0,12,1,9,0,10,-1,9,-2,11,0,10,-1,12,0,12,0,11,1,10,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-13,1,-13,1,-16,0,-16,-2,-14,0,-13,-2,-13,-1,-13,-2,-13,-1,-13,-4,-14,-4,-14,-3,-13,-3,-12,-4,-11,-4,-13,-4,-11,-3,-10,-4,-10,-4,-10,-2,-10,-3,-11,-3,-9,-3,-10,-4,-12,-4,-10,-1,0,0,-10,-1,-10,-1,-12,-1,-10,0,-10,-1,-10,0,-11,1,-11,-1,-9,2,-8,4,-11,3,-11,0,-11,0,-10,3,-11,3,-10,4,-13,4,-10,4,-11,5,-10,6,-11,5,-12,5,-13,4,-12,6,-12,4,-11,5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-8,-10,-8,-10,-8,-11,-8,-12,-7,-10,-5,-10,-5,-11,-5,-11,-4,-10,-4,-11,-4,-12,-5,-12,-3,-11,-3,-12,-2,-10,-3,-11,-3,-11,-1,-9,-3,-9,-3,-9,-3,-9,-3,-9,-2,-8,-3,-9,-4,-10,-3,-9,0,0,-4,-9,-4,-9,-5,-8,-5,-9,-4,-8,-5,-8,-6,-8,-6,-7,-7,-9,-5,-5,-8,-6,-6,-7,-6,-6,-8,-7,-6,-7,-8,-8,-9,-8,-9,-6,-9,-7,-9,-5,-9,-7,-9,-7,-9,-7,-10,-7,-9,-8,-10,-7,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,10,-3,10,-3,11,-2,13,-1,11,-1,9,-1,10,0,10,-1,9,0,9,0,11,1,10,1,9,1,10,1,8,2,9,2,8,2,7,2,8,2,6,2,8,1,8,1,7,2,7,1,9,1,7,0,0,0,8,0,6,0,8,0,6,-1,7,0,7,-1,7,-2,6,-1,7,-2,5,-3,7,-3,7,-3,7,-3,7,-3,7,-3,8,-4,9,-4,7,-5,8,-5,7,-6,7,-5,8,-5,8,-5,7,-6,8,-5,7,-5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,9,10,8,9,9,10,9,12,6,11,6,11,6,11,5,11,5,11,4,11,4,13,5,13,4,11,2,12,2,9,3,12,2,10,2,9,3,9,3,8,2,9,3,9,2,8,3,8,3,10,3,8,0,0,4,9,5,8,5,8,5,6,3,7,6,7,6,8,6,6,7,7,6,4,8,6,6,7,7,7,8,5,8,5,9,5,11,8,9,5,10,5,9,3,10,6,10,6,11,5,12,6,10,7,10,5,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-12,3,-10,4,-13,3,-14,2,-13,2,-11,1,-12,2,-11,1,-12,1,-12,-1,-12,-1,-13,-1,-12,-1,-12,-2,-9,-2,-12,0,-10,0,-10,-1,-9,-1,-9,0,-9,-1,-9,-1,-9,-2,-10,-2,-10,-1,-9,0,0,0,-8,1,-9,2,-9,2,-9,3,-8,1,-9,2,-10,2,-8,3,-9,4,-7,4,-9,5,-9,3,-9,4,-8,6,-9,6,-8,6,-10,7,-7,7,-7,7,-6,8,-9,8,-9,8,-9,7,-9,7,-10,7,-9,8,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,8,7,8,7,9,8,9,10,8,9,6,9,6,8,6,8,6,8,5,10,5,10,6,10,5,10,4,10,3,8,5,10,4,8,3,8,3,8,3,7,4,7,3,8,2,7,3,8,4,9,4,7,0,0,4,7,5,7,5,7,5,5,4,6,6,6,6,6,6,6,6,6,6,4,7,5,6,6,7,5,8,4,7,4,8,4,9,6,8,3,8,3,9,3,9,5,9,5,10,5,11,4,9,6,9,4,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-9,-12,-9,-11,-9,-12,-7,-14,-6,-12,-6,-13,-6,-14,-6,-12,-5,-12,-4,-12,-4,-14,-4,-14,-4,-13,-2,-13,-3,-11,-5,-14,-4,-11,-1,-10,-3,-10,-1,-10,-2,-10,-3,-11,-1,-9,-2,-10,-2,-11,-3,-10,0,0,-4,-9,-4,-8,-6,-9,-4,-9,-4,-9,-5,-8,-6,-9,-6,-9,-7,-8,-7,-7,-8,-7,-7,-7,-6,-8,-9,-7,-8,-8,-10,-7,-10,-9,-9,-7,-10,-7,-10,-6,-11,-9,-10,-7,-11,-8,-12,-7,-10,-9,-12,-8,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-10,-8,-10,-7,-11,-8,-11,-10,-10,-9,-8,-9,-9,-9,-8,-9,-8,-9,-7,-9,-7,-11,-7,-10,-7,-9,-6,-9,-5,-9,-7,-9,-5,-9,-4,-9,-5,-8,-5,-7,-5,-7,-5,-8,-4,-7,-6,-7,-7,-8,-6,-7,0,0,-6,-6,-7,-6,-7,-7,-7,-6,-6,-6,-7,-6,-8,-6,-7,-5,-8,-5,-8,-3,-9,-4,-8,-4,-9,-4,-9,-3,-8,-5,-10,-4,-12,-5,-9,-4,-10,-3,-9,-2,-10,-4,-11,-4,-11,-4,-12,-2,-12,-5,-12,-3,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,21,28,2,20,7,34,4,31,15,29,20,28,2,32,17,27,16,31,13,23,-6,44,-4,35,-7,30,-3,39,7,26,1,30,-7,32,-7,26,-7,27,5,9,2,25,0,36,-9,21,-11,34,-3,27,-5,27,0,0,4,32,12,32,5,36,16,21,0,25,20,19,9,21,10,24,13,22,4,17,22,20,12,26,13,26,18,27,27,23,21,22,23,30,23,21,22,21,35,17,23,23,28,32,27,33,30,30,31,29,32,25,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-9,21,-9,19,-11,22,-10,22,-13,20,-12,16,-13,18,-13,16,-14,17,-13,15,-13,16,-14,16,-13,15,-13,14,-13,13,-12,14,-13,12,-13,12,-11,11,-10,12,-10,11,-11,11,-9,10,-8,12,-8,13,-9,12,0,0,-7,12,-7,13,-5,13,-5,13,-5,12,-4,13,-3,14,-4,14,-3,15,-3,14,-2,16,-2,15,-1,16,-2,17,-1,16,-1,17,0,18,0,17,0,19,0,18,1,19,1,20,2,20,2,20,1,20,1,21,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,3,11,3,11,3,12,2,14,1,12,0,11,0,12,0,11,0,11,-1,11,-1,12,-1,12,-1,10,-2,10,-2,9,-2,11,-1,9,-2,9,-2,8,-1,7,-1,8,-2,7,-2,8,-2,8,-2,9,0,8,0,0,0,8,1,8,0,8,2,7,0,8,2,7,2,8,2,7,3,8,3,6,3,7,3,7,3,7,5,8,3,8,5,8,5,9,6,6,5,8,6,6,6,9,6,8,7,8,7,8,6,9,6,9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-12,-1,-13,-1,-13,-2,-14,-4,-12,-4,-11,-4,-12,-4,-11,-5,-11,-5,-10,-6,-11,-6,-12,-6,-11,-6,-10,-6,-9,-6,-11,-5,-9,-6,-8,-6,-8,-5,-8,-5,-8,-5,-8,-5,-7,-5,-9,-4,-9,-5,-9,-4,0,0,-9,-3,-8,-3,-10,-2,-8,-2,-9,-3,-9,-1,-9,-2,-9,-1,-9,-1,-8,0,-9,0,-9,-1,-10,0,-10,1,-9,0,-10,2,-11,2,-9,2,-11,2,-9,4,-12,2,-11,2,-11,2,-11,3,-12,2,-11,3,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-2,13,-2,13,-2,13,-4,14,-3,12,-5,10,-4,12,-5,10,-5,11,-6,10,-7,11,-6,11,-6,10,-7,9,-6,7,-6,10,-6,9,-6,7,-6,7,-5,6,-5,7,-5,8,-5,7,-5,7,-5,8,-4,8,0,0,-4,8,-3,7,-3,8,-2,7,-3,7,-1,8,-2,9,-1,7,-1,8,1,5,0,8,-1,8,0,9,0,9,-1,9,1,9,1,11,2,9,2,10,3,9,2,11,2,10,3,10,3,10,2,11,2,11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-13,-4,-13,-5,-13,-5,-14,-7,-12,-6,-10,-7,-11,-7,-11,-6,-10,-8,-10,-8,-10,-10,-11,-9,-9,-8,-9,-8,-7,-8,-9,-9,-8,-8,-8,-8,-7,-7,-7,-6,-7,-7,-8,-6,-6,-7,-7,-6,-8,-7,-8,-6,0,0,-8,-5,-7,-5,-8,-5,-9,-3,-7,-5,-8,-5,-9,-3,-9,-3,-8,-3,-6,-2,-10,-2,-9,-2,-9,-2,-10,-1,-10,-2,-11,0,-12,-1,-10,0,-10,0,-10,2,-11,0,-11,1,-11,1,-12,1,-12,-1,-12,1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-15,4,-14,3,-15,4,-17,0,-16,1,-14,0,-15,0,-14,1,-15,-1,-14,-1,-15,-2,-15,-1,-14,-2,-14,-3,-12,-3,-14,-2,-12,-3,-11,-3,-10,-2,-10,-1,-11,-2,-11,-1,-11,-3,-11,-2,-12,-2,-10,0,0,0,-10,0,-10,0,-11,0,-10,2,-10,0,-10,2,-11,3,-10,2,-11,2,-9,3,-9,5,-10,3,-10,4,-10,6,-10,5,-10,6,-12,6,-8,7,-9,7,-7,8,-9,8,-9,8,-11,9,-10,9,-11,9,-10,8,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,13,5,13,5,14,6,15,8,12,7,10,8,11,7,11,6,10,8,9,9,11,9,10,9,9,9,9,10,7,9,9,9,7,9,6,8,7,8,7,7,7,7,7,7,5,7,7,6,8,8,7,5,0,0,8,6,8,5,9,5,7,4,7,6,9,4,9,3,7,4,7,3,9,-1,9,2,9,3,9,3,11,1,9,2,11,1,13,2,10,0,11,0,11,-2,12,0,12,2,11,1,12,0,14,1,12,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,3,12,3,12,3,13,2,15,1,12,-1,11,0,13,0,12,0,12,-1,11,-1,12,-1,12,-1,12,-2,12,-3,10,-2,12,-3,10,-3,8,-2,9,-2,8,-1,8,-2,8,-3,8,-2,8,-1,9,-1,9,0,0,-1,9,0,7,1,9,1,8,0,8,1,8,1,8,2,8,2,8,3,7,3,8,2,7,4,8,4,8,3,8,5,8,5,9,6,8,5,8,7,6,6,9,6,9,7,8,7,8,5,10,7,9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,6,-11,6,-10,7,-11,9,-10,9,-8,8,-7,8,-9,8,-8,9,-8,9,-7,9,-7,9,-7,9,-6,9,-6,8,-4,9,-7,8,-5,8,-4,8,-5,6,-4,7,-4,7,-5,7,-4,7,-4,8,-5,7,-6,0,0,6,-6,5,-5,6,-6,5,-6,6,-4,5,-6,5,-7,4,-6,4,-7,2,-7,3,-8,4,-7,4,-7,3,-8,4,-8,3,-9,4,-10,2,-9,2,-10,1,-10,3,-10,2,-10,3,-10,1,-10,3,-11,2,-11,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-13,-5,-12,-5,-13,-6,-14,-8,-12,-7,-11,-8,-11,-8,-10,-8,-10,-8,-9,-9,-10,-9,-10,-9,-10,-8,-9,-9,-7,-8,-9,-10,-8,-8,-7,-8,-8,-8,-7,-7,-7,-8,-7,-7,-5,-7,-7,-7,-8,-8,-8,-7,0,0,-7,-7,-8,-5,-9,-5,-7,-5,-8,-5,-9,-5,-9,-4,-8,-4,-9,-4,-8,-2,-9,-3,-9,-3,-10,-4,-10,-2,-9,-3,-11,-1,-12,-3,-11,-1,-11,-1,-11,0,-11,-2,-12,-1,-12,-1,-13,-1,-12,-3,-13,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,23,5,21,7,22,8,23,7,22,10,18,9,19,11,17,11,17,12,17,12,18,12,17,13,16,12,15,10,13,10,16,11,12,11,13,11,12,10,12,9,12,9,13,10,11,8,12,6,14,7,13,6,0,0,12,6,14,5,13,4,13,4,11,3,13,3,14,3,13,2,15,1,14,1,14,0,14,0,16,-1,16,0,15,-1,16,-1,18,-2,16,-1,17,-1,18,-2,17,-2,18,-3,18,-3,19,-4,20,-4,20,-4,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,4,-11,5,-10,4,-11,7,-11,6,-10,6,-9,7,-9,6,-8,6,-9,7,-7,8,-9,7,-8,7,-8,7,-7,7,-5,7,-8,6,-6,7,-6,6,-6,5,-5,6,-5,5,-6,5,-5,5,-5,5,-6,4,-6,0,0,4,-7,3,-6,4,-7,3,-7,4,-5,2,-7,3,-7,2,-7,2,-9,2,-9,0,-8,1,-8,1,-8,0,-8,1,-9,0,-9,1,-10,-1,-9,-1,-9,-2,-9,0,-10,-1,-10,-1,-10,-2,-10,0,-10,-1,-10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,1,-12,2,-12,2,-12,3,-12,3,-12,4,-10,4,-11,4,-10,4,-10,5,-9,5,-9,6,-10,5,-8,5,-8,5,-6,6,-9,5,-8,5,-8,4,-7,4,-7,4,-7,4,-7,5,-6,4,-7,5,-8,3,-7,0,0,2,-7,2,-7,2,-7,1,-8,2,-7,1,-8,1,-8,0,-7,1,-10,1,-10,-1,-9,-1,-7,-1,-8,-2,-8,-1,-9,-2,-9,-2,-10,-1,-9,-2,-9,-3,-9,-2,-9,-3,-9,-3,-10,-4,-10,-2,-11,-3,-10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,7,25,6,24,7,26,7,26,4,26,3,23,2,24,0,24,0,22,-1,22,0,23,-1,24,-1,22,-1,21,-2,19,0,22,-1,19,-1,18,-3,18,-1,18,-2,17,0,18,-1,15,1,15,2,16,2,16,0,0,4,15,4,15,5,14,6,14,5,13,6,13,7,14,7,13,8,14,8,13,10,14,9,13,11,13,11,14,11,13,12,13,13,13,13,14,13,15,13,14,13,13,15,14,16,14,17,14,17,13,17,14,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,2,13,2,13,3,15,1,15,1,14,-2,12,0,13,-2,12,-1,12,-2,12,-3,13,-3,13,-3,12,-4,11,-4,9,-3,13,-2,11,-3,9,-2,9,-2,8,-2,9,-2,9,-3,8,-3,8,-3,9,-2,9,0,0,-1,8,0,8,-1,9,0,8,-1,8,1,8,1,9,1,8,2,9,3,7,3,9,2,9,3,9,4,9,4,9,5,9,5,10,5,8,5,9,6,8,6,10,6,9,6,10,7,9,4,11,7,10,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,12,-5,11,-4,12,-4,14,-3,12,-2,11,-1,11,-3,11,-1,11,-2,11,1,12,0,11,1,11,1,11,2,9,2,11,0,9,1,9,2,8,1,8,1,8,1,8,1,7,1,8,1,9,0,8,0,0,0,8,0,8,0,8,-1,7,-2,8,-1,7,-1,8,-2,7,-3,7,-3,6,-4,7,-4,7,-3,7,-3,7,-5,7,-5,7,-6,9,-6,7,-6,7,-7,6,-6,8,-7,8,-7,8,-7,8,-8,9,-6,7,-7,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-12,-9,-12,-8,-13,-10,-13,-12,-11,-10,-10,-11,-10,-10,-9,-10,-10,-11,-8,-10,-8,-12,-8,-12,-8,-11,-7,-12,-5,-10,-6,-11,-6,-10,-5,-10,-6,-9,-6,-9,-7,-9,-6,-8,-5,-9,-5,-9,-6,-10,-6,-8,0,0,-7,-8,-7,-7,-8,-7,-7,-6,-6,-7,-8,-6,-9,-6,-9,-5,-9,-6,-8,-4,-9,-5,-9,-5,-9,-5,-10,-4,-10,-4,-11,-3,-13,-5,-10,-2,-11,-2,-11,0,-11,-3,-12,-2,-13,-3,-13,-2,-13,-4,-12,-2,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-13,-4,-12,-4,-14,-5,-13,-7,-12,-6,-10,-6,-11,-7,-10,-6,-10,-7,-10,-8,-10,-9,-10,-8,-9,-8,-8,-9,-7,-7,-9,-8,-7,-8,-6,-7,-7,-7,-6,-7,-7,-7,-8,-7,-6,-7,-7,-7,-8,-7,-7,-5,0,0,-7,-6,-8,-4,-8,-4,-8,-4,-7,-4,-8,-4,-8,-4,-8,-2,-8,-3,-8,-1,-10,-1,-9,-3,-9,-2,-9,-2,-9,-1,-10,0,-11,-1,-10,-1,-10,0,-10,1,-11,0,-11,0,-11,0,-12,0,-12,-1,-11,1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-16,-20,-14,-21,-16,-21,-14,-22,-13,-22,-10,-22,-10,-22,-8,-21,-10,-22,-7,-22,-8,-22,-7,-22,-7,-22,-7,-20,-6,-19,-8,-21,-5,-19,-5,-17,-5,-18,-6,-17,-6,-17,-6,-17,-4,-15,-7,-15,-8,-16,-8,-16,0,0,-9,-14,-10,-14,-11,-14,-11,-13,-10,-13,-12,-13,-13,-13,-12,-13,-14,-12,-14,-12,-15,-12,-14,-11,-15,-12,-17,-13,-16,-12,-18,-11,-20,-13,-18,-13,-18,-11,-20,-11,-19,-12,-20,-12,-21,-12,-23,-12,-22,-12,-23,-12,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-19,20,-19,19,-22,20,-21,20,-23,18,-20,14,-23,14,-22,12,-23,13,-23,11,-24,13,-24,12,-21,11,-20,10,-18,9,-21,11,-18,8,-19,8,-18,8,-18,8,-17,9,-17,10,-16,8,-16,10,-15,12,-16,11,0,0,-13,13,-13,13,-12,14,-12,14,-10,13,-12,15,-11,15,-10,15,-10,16,-11,17,-10,19,-10,17,-9,18,-11,19,-10,21,-9,21,-9,23,-10,22,-9,23,-9,23,-8,22,-9,24,-8,25,-8,27,-8,26,-8,26,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,11,0,11,0,12,0,13,1,12,1,10,2,11,3,10,2,10,3,11,3,11,4,10,4,11,4,10,4,8,4,10,3,8,4,7,4,8,4,9,3,7,3,9,3,6,4,8,3,9,3,8,2,0,0,9,1,9,1,10,1,8,0,9,1,10,0,10,0,9,-1,10,-1,9,-3,11,-1,10,0,10,-1,11,-2,11,-2,11,-4,14,-2,11,-4,11,-3,10,-5,12,-3,12,-3,14,-3,14,-4,14,-2,12,-3,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,1,12,1,11,-1,13,-2,13,-2,11,-1,11,-2,12,-3,11,-4,11,-3,10,-4,12,-3,12,-3,9,-3,11,-4,6,-3,11,-3,10,-4,8,-4,8,-3,9,-4,7,-4,8,-4,6,-4,8,-3,8,-2,8,0,0,-1,10,0,10,0,10,0,8,-1,9,0,9,1,9,1,9,1,10,4,7,2,10,1,11,2,10,3,10,2,12,5,11,3,12,4,11,3,12,5,11,3,12,3,13,4,10,5,13,3,15,5,13,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,9,4,10,4,12,5,11,8,10,7,8,7,9,7,7,6,8,7,7,8,8,8,8,8,9,8,7,8,6,5,9,6,6,7,3,4,8,5,6,6,7,6,7,5,4,5,7,4,9,5,7,4,0,0,7,4,7,3,10,4,7,2,8,5,10,1,10,3,8,1,13,2,12,1,10,2,9,2,9,0,11,0,9,2,11,-1,12,0,11,0,11,0,9,-4,12,0,12,0,14,-1,15,-4,15,0,13,-1,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,5,-10,4,-8,7,-10,7,-9,6,-9,7,-8,8,-8,7,-7,7,-8,8,-5,9,-7,9,-6,9,-5,9,-5,6,-6,8,-4,7,-6,8,-5,7,-4,4,-3,8,-5,6,-5,6,-5,7,-5,7,-5,6,-5,0,0,5,-6,5,-7,6,-7,5,-5,6,-5,5,-7,5,-8,5,-7,6,-10,5,-9,6,-9,5,-7,6,-8,4,-9,5,-9,4,-11,6,-12,5,-11,4,-11,3,-10,5,-11,6,-10,7,-11,6,-12,7,-13,5,-12,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-6,9,-6,9,-6,10,-8,9,-8,7,-7,7,-7,8,-7,7,-7,7,-8,6,-9,8,-8,7,-7,5,-8,6,-7,6,-10,7,-6,5,-6,6,-8,5,-6,5,-7,6,-6,6,-7,5,-7,6,-8,6,-6,5,0,0,-6,7,-4,7,-4,8,-5,6,-5,7,-3,7,-4,8,-4,7,-3,8,0,6,-2,9,-5,8,-4,8,-4,10,-3,10,-1,10,-3,12,-1,11,-2,11,2,10,-4,11,-2,11,-1,11,-1,12,-3,11,-2,12,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,6,23,3,23,3,24,2,25,1,23,-2,22,-2,24,-3,20,-3,21,-4,22,-3,20,-4,23,-4,20,-3,19,-4,18,-3,20,-3,18,-3,16,-4,16,-2,17,-3,15,-2,17,-2,15,0,15,1,16,1,16,0,0,3,16,3,17,4,17,4,17,4,15,5,16,6,16,6,16,8,16,7,17,9,18,8,17,10,18,9,19,10,19,9,19,13,21,10,19,11,20,11,20,11,21,12,21,13,22,15,23,13,20,14,22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,4,25,3,24,2,27,1,26,1,26,-2,23,-1,24,-4,23,-3,24,-4,23,-3,23,-6,23,-4,21,-5,20,-4,19,-4,21,-4,17,-4,17,-3,17,-2,17,-3,17,-2,18,-2,16,-1,16,-1,18,-1,17,0,0,3,17,3,17,4,18,4,17,4,15,7,17,7,18,7,16,9,16,9,19,9,18,8,17,11,18,10,20,12,20,11,18,13,22,13,21,13,20,15,20,14,20,15,21,17,22,16,22,15,22,15,22,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,-6,-10,-7,-11,-7,-11,-8,-13,-6,-11,-4,-11,-3,-12,-4,-11,-5,-12,-3,-11,-2,-13,-2,-12,-2,-11,-2,-10,-1,-9,-3,-11,-4,-9,-1,-9,-1,-7,-2,-9,-1,-9,-3,-9,0,-11,-3,-9,-3,-9,-2,-9,0,0,-2,-9,-4,-9,-5,-9,-5,-8,-2,-9,-4,-9,-6,-10,-6,-9,-7,-8,-8,-6,-7,-9,-6,-10,-6,-8,-7,-7,-8,-9,-8,-8,-11,-11,-8,-8,-9,-9,-11,-7,-8,-10,-10,-10,-10,-10,-10,-8,-9,-11,-9,-9,0,0,0,0,0,0,0,0,0,0,2
110,96,6,0,0,0,0,0,0,0,0,0,20,-12,20,-11,21,-10,24,-10,21,-8,20,-7,22,-6,21,-4,20,-4,20,-3,21,-3,22,-4,20,-4,19,-4,19,-2,18,-3,17,-3,16,-2,17,-1,16,-2,15,-3,17,-3,14,-4,15,-4,16,-5,15,-6,0,0,14,-7,14,-7,15,-8,14,-9,13,-8,14,-9,14,-10,13,-10,14,-12,14,-10,14,-13,13,-12,14,-14,16,-13,16,-13,15,-14,16,-15,15,-16,18,-14,16,-16,16,-17,17,-17,17,-17,17,-19,17,-19,18,-17,0,0,0,0,0,0,0,0,0,0,2
